{'n_samples': 1000, 'dim_x': 100, 'dim_y': 25, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9957095158079009, 'result_error_out_all': 0.99515382537317, 'result_error_in_mask': 0.9984436970317242, 'result_error_out_mask': 0.9986436460739183, 'result_false_positives': 0.38, 'result_false_negatives': 0.0, 'result_response_active': 6.670427909157307e-05, 'result_response_inactive': 3.7476947473842877e-06, 'result_auc': 0.9473684210526316}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.951655286586277, 'result_error_out_all': 0.9874918371508669, 'result_error_in_mask': 0.9554229266589036, 'result_error_out_mask': 0.988489756479287, 'result_false_positives': 0.76, 'result_false_negatives': 0.04, 'result_response_active': 2.2997452086871015, 'result_response_inactive': -0.6485909259755464, 'result_auc': 0.6400000000000001}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.9883558041440612, 'result_error_out_all': 1.0059265937317976, 'result_error_in_mask': 0.9818298822664536, 'result_error_out_mask': 0.9922308724176877, 'result_false_positives': 0.76, 'result_false_negatives': 0.04, 'result_response_active': -1.0981939473381803, 'result_response_inactive': 0.37147784015402285, 'result_auc': 0.5}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.962590698059415, 'result_error_out_all': 0.9714277506565899, 'result_error_in_mask': 0.9607991074372059, 'result_error_out_mask': 0.9681457375887608, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4197060747558504, 'result_response_inactive': 0.02320356158454519, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9587445119075898, 'result_error_out_all': 0.9664874825345615, 'result_error_in_mask': 0.9593995396738504, 'result_error_out_mask': 0.9669596159035059, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5614792068914946, 'result_response_inactive': 0.013807583461664514, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9386427854545459, 'result_error_out_all': 0.9627591231517237, 'result_error_in_mask': 0.9362480593211238, 'result_error_out_mask': 0.9614065854670608, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.483626002562354, 'result_response_inactive': 0.01341994995896625, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9746222370308504, 'result_error_out_all': 0.9733776040652613, 'result_error_in_mask': 0.9752078032828512, 'result_error_out_mask': 0.9770446151467779, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.44691119765548215, 'result_response_inactive': 0.02353422575666659, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.8298367256132155, 'result_error_out_all': 0.8455413422348484, 'result_error_in_mask': 0.8288140340039685, 'result_error_out_mask': 0.8438551752572119, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5379344040368161, 'result_response_inactive': 0.0343882917863425, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.8602679140256418, 'result_error_out_all': 0.8411328649619347, 'result_error_in_mask': 0.8640695306662027, 'result_error_out_mask': 0.8594990609896005, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.5547870503658872, 'result_response_inactive': 0.027321845681739718, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.776822844133997, 'result_error_out_all': 0.8434353181245999, 'result_error_in_mask': 0.775848330210967, 'result_error_out_mask': 0.8390236743690638, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6057144623899731, 'result_response_inactive': 0.018759808233087944, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.8759946306265523, 'result_error_out_all': 0.8510817492440815, 'result_error_in_mask': 0.8752555260961042, 'result_error_out_mask': 0.845149658749017, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.4872208112605952, 'result_response_inactive': 0.05245392098386878, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.8299146794058326, 'result_error_out_all': 0.8467938497633275, 'result_error_in_mask': 0.8288140340039685, 'result_error_out_mask': 0.8438551752572119, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5322991097342743, 'result_response_inactive': 0.03820169462306948, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.8605560332010629, 'result_error_out_all': 0.8430208728352983, 'result_error_in_mask': 0.8640695306662027, 'result_error_out_mask': 0.8594990609896005, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.5610803246200844, 'result_response_inactive': 0.031042782072217237, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.7766743475089314, 'result_error_out_all': 0.8432955067171736, 'result_error_in_mask': 0.775848330210967, 'result_error_out_mask': 0.8390236743690638, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6087490915197996, 'result_response_inactive': 0.025129347971460596, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.876365570154641, 'result_error_out_all': 0.8524113966773883, 'result_error_in_mask': 0.8752555260961042, 'result_error_out_mask': 0.845149658749017, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.4795500775543237, 'result_response_inactive': 0.05916318589073401, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.8461849686492743, 'result_error_out_all': 0.9619389189012645, 'result_error_in_mask': 0.952057220925012, 'result_error_out_mask': 1.0032963365736676, 'result_false_positives': 0.04, 'result_false_negatives': 0.32, 'result_response_active': 13.560839504665646, 'result_response_inactive': -9.487138590960638, 'result_auc': 0.64}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 0.8675593544230408, 'result_error_out_all': 0.8715618066418186, 'result_error_in_mask': 0.8730261675144612, 'result_error_out_mask': 0.9220974560647102, 'result_false_positives': 0.6, 'result_false_negatives': 0.04, 'result_response_active': 0.31953322852271276, 'result_response_inactive': 0.10000072284136735, 'result_auc': 0.7266666666666666}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.7935312978242828, 'result_error_out_all': 0.9307158630795968, 'result_error_in_mask': 0.787838738138535, 'result_error_out_mask': 0.8807610052936296, 'result_false_positives': 0.56, 'result_false_negatives': 0.0, 'result_response_active': 1.8160410618903247, 'result_response_inactive': -0.8326331291122362, 'result_auc': 0.7533333333333333}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.8878439209242222, 'result_error_out_all': 0.9994060290983365, 'result_error_in_mask': 0.9362498538657833, 'result_error_out_mask': 1.0631862373266698, 'result_false_positives': 0.28, 'result_false_negatives': 0.32, 'result_response_active': -1.2480003395140826, 'result_response_inactive': 1.2484097952664759, 'result_auc': 0.33999999999999997}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.8300000968873447, 'result_error_out_all': 0.8465998892623744, 'result_error_in_mask': 0.8288140340039685, 'result_error_out_mask': 0.8438551752572119, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5235637297890084, 'result_response_inactive': 0.03569847711863796, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.860359477964007, 'result_error_out_all': 0.8416862677305111, 'result_error_in_mask': 0.8640695306662027, 'result_error_out_mask': 0.8594990609896005, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.5439870507344466, 'result_response_inactive': 0.033338595474012266, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.7766889833659317, 'result_error_out_all': 0.8431748306005878, 'result_error_in_mask': 0.775848330210967, 'result_error_out_mask': 0.8390236743690638, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.570513661390452, 'result_response_inactive': 0.03163437280599473, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.8758813572330189, 'result_error_out_all': 0.8505277553451774, 'result_error_in_mask': 0.8752555260961042, 'result_error_out_mask': 0.845149658749017, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.47942848220199485, 'result_response_inactive': 0.051184663910983065, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9087415747198224, 'result_error_out_all': 0.9249174650264488, 'result_error_in_mask': 0.9059003502788688, 'result_error_out_mask': 0.9214785040026764, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5838839675488707, 'result_response_inactive': 0.026628164686262813, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9042616147681841, 'result_error_out_all': 0.9192329934845339, 'result_error_in_mask': 0.9041375054448424, 'result_error_out_mask': 0.918852733607241, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.7293291946189812, 'result_response_inactive': 0.005113038256651325, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.8630516115473366, 'result_error_out_all': 0.9077904358745159, 'result_error_in_mask': 0.8609794740783713, 'result_error_out_mask': 0.9056515445535426, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6701979226037751, 'result_response_inactive': 0.011363594888674316, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9360902860175793, 'result_error_out_all': 0.9280749167595769, 'result_error_in_mask': 0.9346434910883548, 'result_error_out_mask': 0.9266322366357115, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5735465208970645, 'result_response_inactive': 0.022823579541819836, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9087055919889083, 'result_error_out_all': 0.925466159949366, 'result_error_in_mask': 0.9059003502788688, 'result_error_out_mask': 0.9214785040026764, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5725835957234622, 'result_response_inactive': 0.02984230168713311, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9044127015770816, 'result_error_out_all': 0.919395206256029, 'result_error_in_mask': 0.9041375054448424, 'result_error_out_mask': 0.918852733607241, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.7184089364454456, 'result_response_inactive': 0.010937393921316612, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.8612270962268397, 'result_error_out_all': 0.9076691057035127, 'result_error_in_mask': 0.8609794740783713, 'result_error_out_mask': 0.9056515445535426, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6678122186689828, 'result_response_inactive': 0.014467975352121942, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9371610193458507, 'result_error_out_all': 0.9300352824911571, 'result_error_in_mask': 0.9346434910883548, 'result_error_out_mask': 0.9266322366357115, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5680466855951926, 'result_response_inactive': 0.027148791600997008, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.93082032421879, 'result_error_out_all': 0.978985722294133, 'result_error_in_mask': 0.9779294314422361, 'result_error_out_mask': 1.0064441507568254, 'result_false_positives': 0.04, 'result_false_negatives': 0.16, 'result_response_active': 3.3073756041991857, 'result_response_inactive': 0.9689858471083672, 'result_auc': 0.36}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 0.9130636554889238, 'result_error_out_all': 0.9417388361833698, 'result_error_in_mask': 0.9204446460003327, 'result_error_out_mask': 0.9543926932725768, 'result_false_positives': 0.76, 'result_false_negatives': 0.0, 'result_response_active': 0.876869883013993, 'result_response_inactive': -0.20445761713035893, 'result_auc': 0.8}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.8709091712975728, 'result_error_out_all': 0.9267629230918117, 'result_error_in_mask': 0.8887854262473612, 'result_error_out_mask': 1.032819721814098, 'result_false_positives': 0.76, 'result_false_negatives': 0.04, 'result_response_active': 1.7660630882690207, 'result_response_inactive': -0.6662154131041824, 'result_auc': 0.6}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.9527933566249605, 'result_error_out_all': 0.9715120739592282, 'result_error_in_mask': 0.9514713763145413, 'result_error_out_mask': 1.0252339176591518, 'result_false_positives': 0.68, 'result_false_negatives': 0.04, 'result_response_active': -0.3784298735655896, 'result_response_inactive': 0.3026700491994906, 'result_auc': 0.48}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9087905598309065, 'result_error_out_all': 0.9266851625684368, 'result_error_in_mask': 0.9059003502788688, 'result_error_out_mask': 0.9214785040026764, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5838596476735723, 'result_response_inactive': 0.025554126020911595, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9043504170053823, 'result_error_out_all': 0.9193388333844756, 'result_error_in_mask': 0.9041375054448424, 'result_error_out_mask': 0.918852733607241, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.712423046447519, 'result_response_inactive': 0.010094412587458882, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.8612080994714956, 'result_error_out_all': 0.9077016310891264, 'result_error_in_mask': 0.8609794740783713, 'result_error_out_mask': 0.9056515445535426, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6399911774653309, 'result_response_inactive': 0.015011942633877503, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9369430796321147, 'result_error_out_all': 0.9304289150708823, 'result_error_in_mask': 0.9346434910883548, 'result_error_out_mask': 0.9266322366357115, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5845780591739308, 'result_response_inactive': 0.02372278687343211, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.724467873614228, 'result_error_out_all': 0.7463231209383415, 'result_error_in_mask': 0.7243860238471155, 'result_error_out_mask': 0.7463508071183066, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.614687506020866, 'result_response_inactive': 0.042949997357320295, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.7695885032240716, 'result_error_out_all': 0.7388558789184894, 'result_error_in_mask': 0.769151893519029, 'result_error_out_mask': 0.7399199494985025, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6240153747613554, 'result_response_inactive': 0.03613617762066558, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.6562661360130407, 'result_error_out_all': 0.7420618534857225, 'result_error_in_mask': 0.6564582158412484, 'result_error_out_mask': 0.7391955502515396, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6904069122391308, 'result_response_inactive': 0.023319735212684718, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.7889904686676671, 'result_error_out_all': 0.7406412766061672, 'result_error_in_mask': 0.7916360284008548, 'result_error_out_mask': 0.7466428648825356, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.5585360303583464, 'result_response_inactive': 0.05773572939754448, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.7243372460421018, 'result_error_out_all': 0.7465034633907776, 'result_error_in_mask': 0.7243860238471155, 'result_error_out_mask': 0.7463508071183066, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6224817681095131, 'result_response_inactive': 0.0378376089906262, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.7696613830401073, 'result_error_out_all': 0.7399778711904843, 'result_error_in_mask': 0.769151893519029, 'result_error_out_mask': 0.7399199494985025, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6372657673418093, 'result_response_inactive': 0.034810793042987516, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.6561481515276835, 'result_error_out_all': 0.7419156487700612, 'result_error_in_mask': 0.6564582158412484, 'result_error_out_mask': 0.7391955502515396, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.7069618173371313, 'result_response_inactive': 0.022744066208104867, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.7892435168856722, 'result_error_out_all': 0.7415369844784767, 'result_error_in_mask': 0.7916360284008548, 'result_error_out_mask': 0.7466428648825356, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.551065110087724, 'result_response_inactive': 0.06361188549081816, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.7391148520355431, 'result_error_out_all': 1.0274527381428993, 'result_error_in_mask': 0.7513901752655242, 'result_error_out_mask': 1.2555268193736544, 'result_false_positives': 0.48, 'result_false_negatives': 0.08, 'result_response_active': 13.976501227387455, 'result_response_inactive': -10.212532884044997, 'result_auc': 0.6933333333333334}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 0.7815202659384255, 'result_error_out_all': 0.82665497837438, 'result_error_in_mask': 0.79541275110677, 'result_error_out_mask': 0.8072117206999324, 'result_false_positives': 0.16, 'result_false_negatives': 0.08, 'result_response_active': 0.40234835122782425, 'result_response_inactive': 0.1483386076561798, 'result_auc': 0.7133333333333334}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.6695649391846495, 'result_error_out_all': 0.8647697941076002, 'result_error_in_mask': 0.6666996479896538, 'result_error_out_mask': 0.7845386771570065, 'result_false_positives': 0.56, 'result_false_negatives': 0.0, 'result_response_active': 1.5925899032338011, 'result_response_inactive': -0.6711747265959385, 'result_auc': 0.7533333333333334}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.7996844276874994, 'result_error_out_all': 0.8716699871925189, 'result_error_in_mask': 0.8896991270437499, 'result_error_out_mask': 1.0766364210547517, 'result_false_positives': 0.28, 'result_false_negatives': 0.32, 'result_response_active': -1.0321142068356155, 'result_response_inactive': 1.2138743583950193, 'result_auc': 0.3133333333333333}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.7245672323259148, 'result_error_out_all': 0.747401475457738, 'result_error_in_mask': 0.7243860238471155, 'result_error_out_mask': 0.7463508071183066, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5959364634316244, 'result_response_inactive': 0.04344230758028831, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 25, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.7696895153801487, 'result_error_out_all': 0.7394696687500754, 'result_error_in_mask': 0.769151893519029, 'result_error_out_mask': 0.7399199494985025, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6070706107904248, 'result_response_inactive': 0.0417136551196141, 'result_auc': 1.0}
