{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9947387310222118, 'result_error_out_all': 0.9992323486745183, 'result_error_in_mask': 0.9947387310222118, 'result_error_out_mask': 0.9992323486745183, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999602657960798, 'result_error_out_all': 0.9999868428529168, 'result_error_in_mask': 0.9999602657960798, 'result_error_out_mask': 0.9999868428529168, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9996994971048387, 'result_error_out_all': 0.9999881918775801, 'result_error_in_mask': 1.0001866994681197, 'result_error_out_mask': 1.0005597046436048, 'result_false_positives': 0.3, 'result_false_negatives': 0.06}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0903403771138982, 'result_error_out_all': 1.0540283154044343, 'result_error_in_mask': 1.0903403771139, 'result_error_out_mask': 1.054028315404435, 'result_false_positives': 0.0, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 1.0020380147777213, 'result_error_out_all': 1.0058277550554204, 'result_error_in_mask': 1.0020380147777213, 'result_error_out_mask': 1.0058277550554204, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0000114611747284, 'result_error_out_all': 1.0000035854283467, 'result_error_in_mask': 1.0000114611747284, 'result_error_out_mask': 1.0000035854283467, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999786421289796, 'result_error_out_all': 0.9999937207051006, 'result_error_in_mask': 0.9999786421289796, 'result_error_out_mask': 0.9999937207051006, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.999744431457885, 'result_error_out_all': 1.0000009310842763, 'result_error_in_mask': 0.9998805296196484, 'result_error_out_mask': 1.0000043630435727, 'result_false_positives': 0.15, 'result_false_negatives': 0.03}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0000886348383453, 'result_error_out_all': 0.999982112884344, 'result_error_in_mask': 1.0000343479930534, 'result_error_out_mask': 0.9999867109116768, 'result_false_positives': 0.32, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 1.000037287557216, 'result_error_out_all': 1.001044521167975, 'result_error_in_mask': 1.000037287557216, 'result_error_out_mask': 1.001044521167975, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0013436031070462, 'result_error_out_all': 1.0146284797392433, 'result_error_in_mask': 1.0013436031070466, 'result_error_out_mask': 1.0146284797392433, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.0237357091739039, 'result_error_out_all': 1.005031203571742, 'result_error_in_mask': 1.0237357091739043, 'result_error_out_mask': 1.005031203571742, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 1.0328368144300621, 'result_error_out_all': 1.3086231746443997, 'result_error_in_mask': 1.0328368144300624, 'result_error_out_mask': 1.3086231746443997, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.999019301830602, 'result_error_out_all': 1.0001363733627908, 'result_error_in_mask': 0.9990193018306022, 'result_error_out_mask': 1.0001363733627908, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9999456168774686, 'result_error_out_all': 0.999995824640129, 'result_error_in_mask': 0.9999779854647556, 'result_error_out_mask': 1.0000000742825796, 'result_false_positives': 0.1, 'result_false_negatives': 0.3}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.999442508754759, 'result_error_out_all': 0.9997866658259517, 'result_error_in_mask': 0.9994425087547593, 'result_error_out_mask': 0.9997866658259517, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9960994236989313, 'result_error_out_all': 1.000087718920273, 'result_error_in_mask': 0.9960684346170843, 'result_error_out_mask': 0.9998985699346495, 'result_false_positives': 0.0, 'result_false_negatives': 0.3}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9967092818449269, 'result_error_out_all': 0.9989291334175411, 'result_error_in_mask': 0.998726544438392, 'result_error_out_mask': 0.9998465402540552, 'result_false_positives': 0.1, 'result_false_negatives': 0.3}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9997709535384514, 'result_error_out_all': 1.0005753415612768, 'result_error_in_mask': 0.9997709535384514, 'result_error_out_mask': 1.0005753415612768, 'result_false_positives': 0.05, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 1.0043461427038405, 'result_error_out_all': 0.9970158530290093, 'result_error_in_mask': 1.0043461427038411, 'result_error_out_mask': 0.9970158530290093, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9994870531131594, 'result_error_out_all': 1.0001040011153075, 'result_error_in_mask': 0.9994870531131594, 'result_error_out_mask': 1.0001040011153077, 'result_false_positives': 0.1, 'result_false_negatives': 0.06}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0000443303921625, 'result_error_out_all': 1.000001257413008, 'result_error_in_mask': 1.0000443303921625, 'result_error_out_mask': 1.000001257413008, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9993447228825247, 'result_error_out_all': 1.0053293627251436, 'result_error_in_mask': 0.9993447228825247, 'result_error_out_mask': 1.0053293627251436, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9999684273184924, 'result_error_out_all': 1.0000021679310522, 'result_error_in_mask': 0.9999684273184924, 'result_error_out_mask': 1.0000021679310522, 'result_false_positives': 0.46, 'result_false_negatives': 0.08}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0905329745791839, 'result_error_out_all': 1.0529702773517515, 'result_error_in_mask': 1.0905329745791834, 'result_error_out_mask': 1.052970277351751, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999828373009667, 'result_error_out_all': 1.000307168645627, 'result_error_in_mask': 0.9999828373009667, 'result_error_out_mask': 1.000307168645627, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0003580891545607, 'result_error_out_all': 1.0000091711175245, 'result_error_in_mask': 1.0003580891545607, 'result_error_out_mask': 1.0000091711175245, 'result_false_positives': 0.67, 'result_false_negatives': 0.03}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 1.000103394941203, 'result_error_out_all': 1.0020347801473417, 'result_error_in_mask': 0.9994792085196795, 'result_error_out_mask': 1.0003692967292828, 'result_false_positives': 0.02, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.999969297132252, 'result_error_out_all': 0.9999920172236924, 'result_error_in_mask': 0.999969297132252, 'result_error_out_mask': 0.9999920172236924, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9999599390872057, 'result_error_out_all': 1.0000041135001656, 'result_error_in_mask': 0.9999795715518544, 'result_error_out_mask': 0.9999989563458133, 'result_false_positives': 0.1, 'result_false_negatives': 0.1}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 1.0000237875560218, 'result_error_out_all': 1.0000038815054388, 'result_error_in_mask': 1.0000237875560218, 'result_error_out_mask': 1.0000038815054388, 'result_false_positives': 0.46, 'result_false_negatives': 0.04}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 1.0008407062319067, 'result_error_out_all': 1.0014228075133003, 'result_error_in_mask': 1.0008407062319067, 'result_error_out_mask': 1.0014228075133003, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9997257700551364, 'result_error_out_all': 1.0000038948679877, 'result_error_in_mask': 0.9997895421938188, 'result_error_out_mask': 1.000080493567867, 'result_false_positives': 0.24, 'result_false_negatives': 0.05}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.999577336933315, 'result_error_out_all': 0.9999854821427078, 'result_error_in_mask': 0.9995855239341358, 'result_error_out_mask': 0.9999977194727881, 'result_false_positives': 0.29, 'result_false_negatives': 0.03}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9960367274073508, 'result_error_out_all': 1.0014100169039466, 'result_error_in_mask': 0.9973804380064352, 'result_error_out_mask': 1.0081302949974122, 'result_false_positives': 0.1, 'result_false_negatives': 0.4}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9964271022714257, 'result_error_out_all': 0.9970965198098294, 'result_error_in_mask': 0.9964271022714261, 'result_error_out_mask': 0.9970965198098294, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9998436285159604, 'result_error_out_all': 0.9999539770980883, 'result_error_in_mask': 0.9998436285159604, 'result_error_out_mask': 0.9999539770980883, 'result_false_positives': 0.1, 'result_false_negatives': 0.4}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 1.0046449864236369, 'result_error_out_all': 1.0285595261613636, 'result_error_in_mask': 1.0046449864236373, 'result_error_out_mask': 1.0285595261613634, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9983067353966728, 'result_error_out_all': 0.9999072238842794, 'result_error_in_mask': 0.9983067353966728, 'result_error_out_mask': 0.9999072238842794, 'result_false_positives': 0.18, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0004028221739878, 'result_error_out_all': 1.0000079982876877, 'result_error_in_mask': 1.009372351973947, 'result_error_out_mask': 1.0007956298947287, 'result_false_positives': 0.2, 'result_false_negatives': 0.05}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9999687701773303, 'result_error_out_all': 0.9999919402230267, 'result_error_in_mask': 0.9999687701773303, 'result_error_out_mask': 0.9999919402230267, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9997272644226918, 'result_error_out_all': 0.999906280302503, 'result_error_in_mask': 0.9997272644226918, 'result_error_out_mask': 0.999906280302503, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9998456472129368, 'result_error_out_all': 0.9999934036638544, 'result_error_in_mask': 0.9998456472129368, 'result_error_out_mask': 0.9999934036638544, 'result_false_positives': 0.43, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9997324396339662, 'result_error_out_all': 1.00216246085538, 'result_error_in_mask': 1.0005314392984297, 'result_error_out_mask': 1.015130343788291, 'result_false_positives': 0.14, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.0005304493683131, 'result_error_out_all': 1.0070022062714228, 'result_error_in_mask': 1.0005304493683131, 'result_error_out_mask': 1.0070022062714223, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.1623118126546526, 'result_error_out_all': 5.033129787824206, 'result_error_in_mask': 1.162311812654663, 'result_error_out_mask': 5.03312978782422, 'result_false_positives': 0.26, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9956460490401412, 'result_error_out_all': 0.9965512546082516, 'result_error_in_mask': 0.9956460490401412, 'result_error_out_mask': 0.9965512546082516, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999478477395998, 'result_error_out_all': 0.9999881203568347, 'result_error_in_mask': 0.9999478477395998, 'result_error_out_mask': 0.9999881203568347, 'result_false_positives': 0.5, 'result_false_negatives': 0.1}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9991277484066706, 'result_error_out_all': 0.9999359173790917, 'result_error_in_mask': 0.9991277484066706, 'result_error_out_mask': 0.9999359173790917, 'result_false_positives': 0.08, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9996258353377919, 'result_error_out_all': 0.999913691355217, 'result_error_in_mask': 0.9996258353377919, 'result_error_out_mask': 0.999913691355217, 'result_false_positives': 0.02, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.0086019121489418, 'result_error_out_all': 1.0003986380580412, 'result_error_in_mask': 1.0127880539224343, 'result_error_out_mask': 1.0016151429443445, 'result_false_positives': 0.26, 'result_false_negatives': 0.08}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9995739616193157, 'result_error_out_all': 0.9999949097616808, 'result_error_in_mask': 0.9997835785662479, 'result_error_out_mask': 1.000220132476686, 'result_false_positives': 0.36, 'result_false_negatives': 0.02}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.998404147016253, 'result_error_out_all': 0.9995629587699236, 'result_error_in_mask': 0.998404147016253, 'result_error_out_mask': 0.9995629587699236, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9996536166041546, 'result_error_out_all': 0.9998753542131498, 'result_error_in_mask': 0.9996536166041546, 'result_error_out_mask': 0.9998753542131498, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0003315909473978, 'result_error_out_all': 1.0000514607101514, 'result_error_in_mask': 1.0003315909473978, 'result_error_out_mask': 1.0000514607101514, 'result_false_positives': 0.62, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9953286093935477, 'result_error_out_all': 0.9992469405832588, 'result_error_in_mask': 0.9955304334977493, 'result_error_out_mask': 0.9999138975450965, 'result_false_positives': 0.4, 'result_false_negatives': 0.3}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9953314442398178, 'result_error_out_all': 1.003010547100195, 'result_error_in_mask': 0.9953314442398178, 'result_error_out_mask': 1.003010547100195, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.0452593955819443, 'result_error_out_all': 1.0615180790838303, 'result_error_in_mask': 1.0452593955819451, 'result_error_out_mask': 1.0615180790838306, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9984224223375556, 'result_error_out_all': 0.9999365985187499, 'result_error_in_mask': 0.998347514961979, 'result_error_out_mask': 1.0031740732087082, 'result_false_positives': 0.2, 'result_false_negatives': 0.5}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999839863834257, 'result_error_out_all': 0.9999958174727395, 'result_error_in_mask': 0.9999839863834257, 'result_error_out_mask': 0.9999958174727395, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.999696203044232, 'result_error_out_all': 0.9999839382664412, 'result_error_in_mask': 0.9998395976239735, 'result_error_out_mask': 0.999976272611612, 'result_false_positives': 0.29, 'result_false_negatives': 0.03}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9997586071921377, 'result_error_out_all': 0.999945775003007, 'result_error_in_mask': 0.9997586071921377, 'result_error_out_mask': 0.9999457750030072, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9997543878790286, 'result_error_out_all': 1.0000044065718543, 'result_error_in_mask': 1.0009303117042867, 'result_error_out_mask': 1.000680387643805, 'result_false_positives': 0.27, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 1.0003849525723114, 'result_error_out_all': 1.0003715891072222, 'result_error_in_mask': 1.000586122830211, 'result_error_out_mask': 1.000638227661119, 'result_false_positives': 0.09, 'result_false_negatives': 0.05}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9996537497632261, 'result_error_out_all': 1.0000441977336503, 'result_error_in_mask': 0.9997683152186332, 'result_error_out_mask': 1.000304072011058, 'result_false_positives': 0.24, 'result_false_negatives': 0.03}
