
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0004228730390665, 'result_error_out_all': 1.000410428248799, 'result_error_in_mask': 1.0431968574096597, 'result_error_out_mask': 1.0623217853072322, 'result_false_positives': 0.36, 'result_false_negatives': 0.07, 'result_auc': 0.48108448928121056}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 2, 'result_error_in_all': 0.9198240750084553, 'result_error_out_all': 0.9337738068936293, 'result_error_in_mask': 0.9162258149145257, 'result_error_out_mask': 0.9122009800151448, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.9891304347826088}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 3, 'result_error_in_all': 0.9401223794142808, 'result_error_out_all': 0.9460626610893222, 'result_error_in_mask': 0.9294480450732236, 'result_error_out_mask': 0.9140844367213321, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 4, 'result_error_in_all': 0.9214764172856296, 'result_error_out_all': 0.9519972868046754, 'result_error_in_mask': 0.9122012460308898, 'result_error_out_mask': 0.9246675490216744, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 5, 'result_error_in_all': 0.8969230822603819, 'result_error_out_all': 0.9490014578545758, 'result_error_in_mask': 0.8895150871664077, 'result_error_out_mask': 0.9270246952503817, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 6, 'result_error_in_all': 0.9454601984810811, 'result_error_out_all': 0.9533392963249061, 'result_error_in_mask': 0.9324021837484996, 'result_error_out_mask': 0.9160330628478619, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 7, 'result_error_in_all': 0.9157780815149105, 'result_error_out_all': 0.950487502364063, 'result_error_in_mask': 0.9057632360008031, 'result_error_out_mask': 0.92246966461703, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 8, 'result_error_in_all': 0.9183583050929832, 'result_error_out_all': 0.9524827159325862, 'result_error_in_mask': 0.9089805788681509, 'result_error_out_mask': 0.9235171215118821, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 9, 'result_error_in_all': 0.920781384454543, 'result_error_out_all': 0.9383442010720643, 'result_error_in_mask': 0.9090873448114601, 'result_error_out_mask': 0.9155192901841557, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0072456901066726, 'result_error_out_all': 1.0038335300855221, 'result_error_in_mask': 1.692874078304754, 'result_error_out_mask': 2.1524271790041216, 'result_false_positives': 0.36, 'result_false_negatives': 0.03, 'result_auc': 0.5550795593635252}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 207.96362825212287, 'result_error_out_all': 30829.218458190862, 'result_error_in_mask': 1.3961668858797291, 'result_error_out_mask': 1.589125464733621, 'result_false_positives': 0.26, 'result_false_negatives': 0.08, 'result_auc': 0.4801587301587301}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 1.00015170515496, 'result_error_out_all': 1.0002761495977512, 'result_error_in_mask': 1.1103422685741922, 'result_error_out_mask': 1.1333308675322564, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0169574478982875, 'result_error_out_all': 1.007161622399508, 'result_error_in_mask': 1.1938109580838379, 'result_error_out_mask': 1.21996604606498, 'result_false_positives': 0.13, 'result_false_negatives': 0.08, 'result_auc': 0.5196078431372548}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.822585292392492, 'result_error_out_all': 2.0691308019083237, 'result_error_in_mask': 1.6897599613992467, 'result_error_out_mask': 2.048218709463112, 'result_false_positives': 0.3, 'result_false_negatives': 0.06, 'result_auc': 0.5133689839572193}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0017550108455402, 'result_error_out_all': 1.0002971575633453, 'result_error_in_mask': 1.4318535834129655, 'result_error_out_mask': 1.597150138964013, 'result_false_positives': 0.28, 'result_false_negatives': 0.07, 'result_auc': 0.4976624590930341}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0063262388604295, 'result_error_out_all': 1.0036555471769928, 'result_error_in_mask': 1.632635604652513, 'result_error_out_mask': 2.0025368739147855, 'result_false_positives': 0.35, 'result_false_negatives': 0.0, 'result_auc': 0.5625}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 1.0010572101485826, 'result_error_out_all': 1.0002175706509961, 'result_error_in_mask': 1.9109824450175186, 'result_error_out_mask': 2.7925768794432924, 'result_false_positives': 0.44, 'result_false_negatives': 0.03, 'result_auc': 0.4939613526570048}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 1.012248785457266, 'result_error_out_mask': 1.01167159505703, 'result_false_positives': 0.01, 'result_false_negatives': 0.05, 'result_auc': 0.47474747474747475}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 208.0603730811654, 'result_error_out_all': 30832.965540718422, 'result_error_in_mask': 1.3969372991565319, 'result_error_out_mask': 1.5905144200940742, 'result_false_positives': 0.27, 'result_false_negatives': 0.04, 'result_auc': 0.4900793650793651}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 1, 'result_error_in_all': 167.17173518021025, 'result_error_out_all': 22615.362253871375, 'result_error_in_mask': 1.4749619668863958, 'result_error_out_mask': 1.79814878881288, 'result_false_positives': 0.32, 'result_false_negatives': 0.04, 'result_auc': 0.48530076888285845}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 1.0047850669839429, 'result_error_out_all': 1.0058148424240605, 'result_error_in_mask': 1.0638925066908098, 'result_error_out_mask': 1.0746857346019252, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 1, 'result_error_in_all': 1.0000041158233826, 'result_error_out_all': 0.9999978517619386, 'result_error_in_mask': 1.0491995242272871, 'result_error_out_mask': 1.0442969338152492, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0169552243378346, 'result_error_out_all': 1.0072096220403743, 'result_error_in_mask': 1.277054339921625, 'result_error_out_mask': 1.340530639799974, 'result_false_positives': 0.2, 'result_false_negatives': 0.03, 'result_auc': 0.5262237762237763}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 1.0160854579504504, 'result_error_out_all': 1.0084624038181278, 'result_error_in_mask': 1.1505767446428123, 'result_error_out_mask': 1.1864808360631285, 'result_false_positives': 0.12, 'result_false_negatives': 0.05, 'result_auc': 0.4715909090909091}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.8231934673810344, 'result_error_out_all': 2.06956286618522, 'result_error_in_mask': 1.6898606031846486, 'result_error_out_mask': 2.0453628412502725, 'result_false_positives': 0.31, 'result_false_negatives': 0.02, 'result_auc': 0.5289661319073083}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 1.8440038827199232, 'result_error_out_all': 2.099557889592747, 'result_error_in_mask': 1.9771959412641482, 'result_error_out_mask': 2.5678100381820292, 'result_false_positives': 0.41, 'result_false_negatives': 0.03, 'result_auc': 0.49694002447980423}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0017640353947435, 'result_error_out_all': 1.0003191456461846, 'result_error_in_mask': 1.3894661775567443, 'result_error_out_mask': 1.5190787403253743, 'result_false_positives': 0.27, 'result_false_negatives': 0.03, 'result_auc': 0.5133559980573094}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 1.0009425101330818, 'result_error_out_all': 1.0005273944695492, 'result_error_in_mask': 1.2695522866435673, 'result_error_out_mask': 1.3431260006096035, 'result_false_positives': 0.21, 'result_false_negatives': 0.05, 'result_auc': 0.46835443037974683}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0018286929558577, 'result_error_out_all': 1.000623854398882, 'result_error_in_mask': 1.545465649361607, 'result_error_out_mask': 1.8058988440958443, 'result_false_positives': 0.31, 'result_false_negatives': 0.03, 'result_auc': 0.5679117147707979}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 202.91139107795624, 'result_error_out_all': 30131.596414407883, 'result_error_in_mask': 1.3774067127001666, 'result_error_out_mask': 1.5786733386045102, 'result_false_positives': 0.26, 'result_false_negatives': 0.08, 'result_auc': 0.4801587301587301}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9964003875835507, 'result_error_out_all': 0.9974054578538157, 'result_error_in_mask': 1.0833677801384636, 'result_error_out_mask': 1.1076851769948066, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0143862622548605, 'result_error_out_all': 1.0055971759866464, 'result_error_in_mask': 1.2741766435499957, 'result_error_out_mask': 1.3448708803711837, 'result_false_positives': 0.17, 'result_false_negatives': 0.06, 'result_auc': 0.5572634116937916}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.7807663940446568, 'result_error_out_all': 2.0283795406095426, 'result_error_in_mask': 1.6163770537423567, 'result_error_out_mask': 1.9003893869886432, 'result_false_positives': 0.29, 'result_false_negatives': 0.06, 'result_auc': 0.5158299412030755}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0007379528846851, 'result_error_out_all': 0.9999433187072772, 'result_error_in_mask': 1.3206050841161792, 'result_error_out_mask': 1.4202302125653203, 'result_false_positives': 0.2, 'result_false_negatives': 0.06, 'result_auc': 0.543859649122807}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0038078557366035, 'result_error_out_all': 1.001724881810785, 'result_error_in_mask': 1.5389905832884165, 'result_error_out_mask': 1.764113293334695, 'result_false_positives': 0.33, 'result_false_negatives': 0.01, 'result_auc': 0.5461175461175461}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 205.6199512501388, 'result_error_out_all': 30450.897182002675, 'result_error_in_mask': 1.3883627765016109, 'result_error_out_mask': 1.5852167367324912, 'result_false_positives': 0.27, 'result_false_negatives': 0.04, 'result_auc': 0.4900793650793651}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9997854261294516, 'result_error_out_all': 1.0006976464131934, 'result_error_in_mask': 1.0514136936388836, 'result_error_out_mask': 1.061368708245432, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0166527653887516, 'result_error_out_all': 1.0070522306845877, 'result_error_in_mask': 1.1658611754817416, 'result_error_out_mask': 1.1921368705229396, 'result_false_positives': 0.12, 'result_false_negatives': 0.04, 'result_auc': 0.515473032714412}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.8027073497306185, 'result_error_out_all': 2.048216047841443, 'result_error_in_mask': 1.636812885667005, 'result_error_out_mask': 1.9396313292486285, 'result_false_positives': 0.3, 'result_false_negatives': 0.02, 'result_auc': 0.530529172320217}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.001623320375692, 'result_error_out_all': 1.000348575465988, 'result_error_in_mask': 1.3251938070110139, 'result_error_out_mask': 1.4597148839145082, 'result_false_positives': 0.24, 'result_false_negatives': 0.04, 'result_auc': 0.49333333333333335}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9712502192690249, 'result_error_out_all': 0.9788231233981342, 'result_error_in_mask': 1.1042004280359168, 'result_error_out_mask': 1.1599849590677573, 'result_false_positives': 0.08, 'result_false_negatives': 0.01, 'result_auc': 0.758681785967399}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9921380413222775, 'result_error_out_all': 0.9956707379627289, 'result_error_in_mask': 1.5012338707384687, 'result_error_out_mask': 1.9696518549045607, 'result_false_positives': 0.25, 'result_false_negatives': 0.01, 'result_auc': 0.624777183600713}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 0, 'result_error_in_all': 0.9715301533710916, 'result_error_out_all': 0.9797313096822361, 'result_error_in_mask': 0.9887762766792735, 'result_error_out_mask': 1.0089423655446073, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.9736842105263158}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 188.55924031159773, 'result_error_out_all': 28075.679612231594, 'result_error_in_mask': 1.3286013045333747, 'result_error_out_mask': 1.5642446473022549, 'result_false_positives': 0.26, 'result_false_negatives': 0.08, 'result_auc': 0.4801587301587301}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 1, 'result_error_in_all': 154.08996804628003, 'result_error_out_all': 20854.38254712248, 'result_error_in_mask': 1.4223061715842222, 'result_error_out_mask': 1.787753026643897, 'result_false_positives': 0.3, 'result_false_negatives': 0.07, 'result_auc': 0.4932157394843962}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9560537567680311, 'result_error_out_all': 0.9638216259180165, 'result_error_in_mask': 1.0067399593278092, 'result_error_out_mask': 1.032106421206869, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 1, 'result_error_in_all': 0.9702674859880797, 'result_error_out_all': 0.9686124084058695, 'result_error_in_mask': 1.0329930613929588, 'result_error_out_mask': 1.0347728441292616, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.002157207921279, 'result_error_out_all': 0.9991272527119861, 'result_error_in_mask': 1.0875566173994857, 'result_error_out_mask': 1.1207166892355407, 'result_false_positives': 0.07, 'result_false_negatives': 0.04, 'result_auc': 0.7077807250221044}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 1.0075777983671919, 'result_error_out_all': 1.0030036424361073, 'result_error_in_mask': 1.2444515412036639, 'result_error_out_mask': 1.3851278915102216, 'result_false_positives': 0.18, 'result_false_negatives': 0.04, 'result_auc': 0.5986842105263158}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.6605162173958736, 'result_error_out_all': 1.9090575943189827, 'result_error_in_mask': 1.4578783384229042, 'result_error_out_mask': 1.6384321911820714, 'result_false_positives': 0.25, 'result_false_negatives': 0.03, 'result_auc': 0.5873161764705883}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 1.703119320031272, 'result_error_out_all': 1.959733017301539, 'result_error_in_mask': 1.1503978257683782, 'result_error_out_mask': 1.1915078652844158, 'result_false_positives': 0.09, 'result_false_negatives': 0.06, 'result_auc': 0.6193633952254641}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9873543359740549, 'result_error_out_all': 0.9923421177069727, 'result_error_in_mask': 1.0956193311983433, 'result_error_out_mask': 1.1454804068651538, 'result_false_positives': 0.08, 'result_false_negatives': 0.02, 'result_auc': 0.738095238095238}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.9908089619256985, 'result_error_out_all': 0.9956851692780161, 'result_error_in_mask': 1.4436055838237325, 'result_error_out_mask': 1.8172594744380541, 'result_false_positives': 0.25, 'result_false_negatives': 0.01, 'result_auc': 0.624777183600713}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.005496349877364, 'result_error_out_all': 1.0024773544228318, 'result_error_in_mask': 1.329410255053633, 'result_error_out_mask': 1.4616042163768586, 'result_false_positives': 0.22, 'result_false_negatives': 0.0, 'result_auc': 0.5925925925925926}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 198.44460629911526, 'result_error_out_all': 29324.398583336195, 'result_error_in_mask': 1.3645434226402189, 'result_error_out_mask': 1.5754615282178528, 'result_false_positives': 0.27, 'result_false_negatives': 0.04, 'result_auc': 0.4900793650793651}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9830615560206105, 'result_error_out_all': 0.9845258745479886, 'result_error_in_mask': 1.014723402194786, 'result_error_out_mask': 1.0221045001874314, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.011082475538034, 'result_error_out_all': 1.0044771058401163, 'result_error_in_mask': 1.2283465851625521, 'result_error_out_mask': 1.3295734436614741, 'result_false_positives': 0.18, 'result_false_negatives': 0.03, 'result_auc': 0.53125}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.7424819567443712, 'result_error_out_all': 1.9846348960681126, 'result_error_in_mask': 1.4486706866574435, 'result_error_out_mask': 1.596265287617176, 'result_false_positives': 0.25, 'result_false_negatives': 0.02, 'result_auc': 0.5396825396825397}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.000559034809273, 'result_error_out_all': 0.9995049733435429, 'result_error_in_mask': 1.2851299127757774, 'result_error_out_mask': 1.393641521408302, 'result_false_positives': 0.2, 'result_false_negatives': 0.01, 'result_auc': 0.5767543859649124}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.007488771674198, 'result_error_out_all': 1.0052261821409048, 'result_error_in_mask': 2.087256674395684, 'result_error_out_mask': 3.2144151033006048, 'result_false_positives': 0.45, 'result_false_negatives': 0.04, 'result_auc': 0.5180072028811524}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 143.31796949804715, 'result_error_out_all': 472599.4840116873, 'result_error_in_mask': 1.1960071706243178, 'result_error_out_mask': 1.2849721683073718, 'result_false_positives': 0.13, 'result_false_negatives': 0.07, 'result_auc': 0.5520833333333333}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 1.0000001602907642, 'result_error_out_all': 0.9999967561296609, 'result_error_in_mask': 1.0951325430688545, 'result_error_out_mask': 1.1262974200241405, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0205266022758188, 'result_error_out_all': 1.0116878590208158, 'result_error_in_mask': 1.210272139844398, 'result_error_out_mask': 1.262899177818087, 'result_false_positives': 0.16, 'result_false_negatives': 0.1, 'result_auc': 0.44047619047619047}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.8541645052787674, 'result_error_out_all': 2.11641231175398, 'result_error_in_mask': 1.8463130102618055, 'result_error_out_mask': 2.408131238752864, 'result_false_positives': 0.38, 'result_false_negatives': 0.08, 'result_auc': 0.45833333333333337}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0001664891520736, 'result_error_out_all': 1.0007723116103124, 'result_error_in_mask': 1.143148978708407, 'result_error_out_mask': 1.162458307191385, 'result_false_positives': 0.11, 'result_false_negatives': 0.1, 'result_auc': 0.4438202247191011}
