{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9999981881066288, 'result_error_out_all': 0.9999996092063496, 'result_error_in_mask': 1.0002483436100138, 'result_error_out_mask': 1.0001844524323475, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6577777777777778}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 2, 'result_error_in_all': 235.49605193276244, 'result_error_out_all': 118192.41127025991, 'result_error_in_mask': 0.9999155590074593, 'result_error_out_mask': 1.0001641011595384, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5326315789473685}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 3, 'result_error_in_all': 82.8501330776593, 'result_error_out_all': 13489.998790301788, 'result_error_in_mask': 0.9994936418018805, 'result_error_out_mask': 0.9998881693970689, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6105263157894737}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 4, 'result_error_in_all': 965.6472891653518, 'result_error_out_all': 152725.90695124798, 'result_error_in_mask': 0.9966838982922125, 'result_error_out_mask': 0.9964302556326271, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.888421052631579}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 5, 'result_error_in_all': 166.93964291340177, 'result_error_out_all': 17653.120686818722, 'result_error_in_mask': 0.9999885113212893, 'result_error_out_mask': 0.999999488978868, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5431578947368421}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 6, 'result_error_in_all': 67.11291903517854, 'result_error_out_all': 3429.6898847249754, 'result_error_in_mask': 0.9997927679138352, 'result_error_out_mask': 1.000023433327346, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5178947368421053}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 7, 'result_error_in_all': 104.31927633496835, 'result_error_out_all': 21546.097390634364, 'result_error_in_mask': 0.9998710900745899, 'result_error_out_mask': 1.0000644037477617, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.48421052631578954}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9862918296114748, 'result_error_out_all': 0.988428635977042, 'result_error_in_mask': 0.9862918296114748, 'result_error_out_mask': 0.9884286359770417, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 1, 'result_error_in_all': 0.9845077741683753, 'result_error_out_all': 0.9836892728162208, 'result_error_in_mask': 0.9845077741683753, 'result_error_out_mask': 0.9836892728162208, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 2, 'result_error_in_all': 0.9873200557703079, 'result_error_out_all': 0.989241183882988, 'result_error_in_mask': 0.9873200557703079, 'result_error_out_mask': 0.989241183882988, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 3, 'result_error_in_all': 0.9757231466758974, 'result_error_out_all': 0.9810095335791688, 'result_error_in_mask': 0.9757231466758974, 'result_error_out_mask': 0.9810095335791688, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 4, 'result_error_in_all': 0.9824774278714938, 'result_error_out_all': 0.9814966438395922, 'result_error_in_mask': 0.9824774278714938, 'result_error_out_mask': 0.9814966438395922, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 5, 'result_error_in_all': 0.9809835346670666, 'result_error_out_all': 0.9836129098564065, 'result_error_in_mask': 0.9809835346670666, 'result_error_out_mask': 0.9836129098564065, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 6, 'result_error_in_all': 0.9752105095194218, 'result_error_out_all': 0.975390751571148, 'result_error_in_mask': 0.975210509519422, 'result_error_out_mask': 0.975390751571148, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 7, 'result_error_in_all': 0.9803490575100802, 'result_error_out_all': 0.9832047357718634, 'result_error_in_mask': 0.9803490575100802, 'result_error_out_mask': 0.9832047357718638, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.011082475538034, 'result_error_out_all': 1.0044771058401163, 'result_error_in_mask': 0.9974498297102457, 'result_error_out_mask': 0.998248990699566, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5936842105263158}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 1.008391501489508, 'result_error_out_all': 1.0053545702456652, 'result_error_in_mask': 0.994528948974512, 'result_error_out_mask': 0.996671621456799, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.848421052631579}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 2, 'result_error_in_all': 1.006221801603268, 'result_error_out_all': 1.0049921885107387, 'result_error_in_mask': 0.9970311800440103, 'result_error_out_mask': 0.9992571183497371, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.76}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 3, 'result_error_in_all': 1.0061492437572, 'result_error_out_all': 1.0020250902936643, 'result_error_in_mask': 0.996406161612523, 'result_error_out_mask': 0.998987627774442, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8189473684210526}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 4, 'result_error_in_all': 1.0095219073515727, 'result_error_out_all': 1.00201824113087, 'result_error_in_mask': 0.9934341992110501, 'result_error_out_mask': 0.9930502878243068, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9389473684210526}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 5, 'result_error_in_all': 1.0098990304625295, 'result_error_out_all': 1.004238392906704, 'result_error_in_mask': 0.9916556828267029, 'result_error_out_mask': 0.9926349309891342, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7431578947368422}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 6, 'result_error_in_all': 1.0068689355571379, 'result_error_out_all': 1.002269265323044, 'result_error_in_mask': 0.9999327334650965, 'result_error_out_mask': 0.9996395060292006, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5621052631578948}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 7, 'result_error_in_all': 1.0081876473578166, 'result_error_out_all': 1.0050164942551465, 'result_error_in_mask': 0.9946448801061636, 'result_error_out_mask': 0.9970613442756064, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6821052631578948}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 0.9985203378360338, 'result_error_out_all': 0.9990483791502281, 'result_error_in_mask': 0.9967465713082792, 'result_error_out_mask': 0.9976830585315221, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8652631578947368}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 0.9981437528501119, 'result_error_out_all': 0.9992060878946213, 'result_error_in_mask': 0.9962661568763309, 'result_error_out_mask': 1.0000178327476874, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8252631578947369}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 2, 'result_error_in_all': 0.9979074031488941, 'result_error_out_all': 0.9991410655407551, 'result_error_in_mask': 0.9941594815291197, 'result_error_out_mask': 0.9962224357413614, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9557894736842105}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 3, 'result_error_in_all': 0.997953867557812, 'result_error_out_all': 0.999226887746481, 'result_error_in_mask': 0.9929695438031555, 'result_error_out_mask': 0.9970861823049041, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8042105263157895}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 4, 'result_error_in_all': 0.9982566190984365, 'result_error_out_all': 0.9989510895454651, 'result_error_in_mask': 0.9934470818555172, 'result_error_out_mask': 0.9938246476378908, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9389473684210528}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 5, 'result_error_in_all': 1.0066877810301862, 'result_error_out_all': 1.0021825998647071, 'result_error_in_mask': 0.9911253469454341, 'result_error_out_mask': 0.9930754113184581, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9326315789473685}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 6, 'result_error_in_all': 0.9984604175064895, 'result_error_out_all': 0.9988278739173106, 'result_error_in_mask': 0.9963358998929016, 'result_error_out_mask': 0.9942436464457384, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9221052631578948}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 7, 'result_error_in_all': 0.997617639290743, 'result_error_out_all': 0.9989824208456997, 'result_error_in_mask': 0.9903598916575322, 'result_error_out_mask': 0.9927724534954413, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9557894736842105}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9985346967838176, 'result_error_out_all': 0.9990788724156503, 'result_error_in_mask': 0.9967465713082792, 'result_error_out_mask': 0.9976830585315221, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8631578947368421}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.9981427610654793, 'result_error_out_all': 0.9992094619279532, 'result_error_in_mask': 0.9962661568763309, 'result_error_out_mask': 1.0000178327476874, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8252631578947369}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 2, 'result_error_in_all': 0.9981524898072367, 'result_error_out_all': 0.9993091106676147, 'result_error_in_mask': 0.9938569022192417, 'result_error_out_mask': 0.9966072160770931, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9536842105263159}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 3, 'result_error_in_all': 0.9979538708714015, 'result_error_out_all': 0.9992268861574914, 'result_error_in_mask': 0.9929695438031555, 'result_error_out_mask': 0.9970861823049041, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8042105263157895}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 4, 'result_error_in_all': 0.998280820493835, 'result_error_out_all': 0.9989878093136392, 'result_error_in_mask': 0.9938605021538076, 'result_error_out_mask': 0.994923549373695, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9452631578947368}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 5, 'result_error_in_all': 0.9968747078507448, 'result_error_out_all': 0.9986042480048867, 'result_error_in_mask': 0.9923425043134344, 'result_error_out_mask': 0.9933524759605987, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8168421052631579}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 6, 'result_error_in_all': 0.9984610891585102, 'result_error_out_all': 0.998834691086188, 'result_error_in_mask': 0.9963358998929016, 'result_error_out_mask': 0.9942436464457384, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9221052631578948}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9999998551879855, 'result_error_out_all': 0.9999999772158172, 'result_error_in_mask': 1.002775262140811, 'result_error_out_mask': 1.0023249712164657, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.32}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 1, 'result_error_in_all': 0.9999997058103135, 'result_error_out_all': 1.0000000707652037, 'result_error_in_mask': 1.0000386317489596, 'result_error_out_mask': 1.0001593693983792, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.3755555555555555}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 2, 'result_error_in_all': 1.000365312198364, 'result_error_out_all': 1.000036158241101, 'result_error_in_mask': 1.0071895757388665, 'result_error_out_mask': 1.0039847307991911, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.37555555555555553}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 3, 'result_error_in_all': 1.000019063710826, 'result_error_out_all': 1.0001552944567926, 'result_error_in_mask': 1.0002285733807297, 'result_error_out_mask': 1.0003094792400677, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.44999999999999996}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 4, 'result_error_in_all': 1.0005349391603278, 'result_error_out_all': 1.0004885031728412, 'result_error_in_mask': 1.0158370381226611, 'result_error_out_mask': 1.011948964492772, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5833333333333333}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 5, 'result_error_in_all': 1.000563952153712, 'result_error_out_all': 1.0001701160113445, 'result_error_in_mask': 1.0059977917340206, 'result_error_out_mask': 1.0060251685517498, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5444444444444445}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 6, 'result_error_in_all': 1.0000000476904722, 'result_error_out_all': 0.9999999909262068, 'result_error_in_mask': 1.0040517799780588, 'result_error_out_mask': 1.00240643619157, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6433333333333333}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 7, 'result_error_in_all': 0.9999742065518639, 'result_error_out_all': 0.9999892190412791, 'result_error_in_mask': 1.007785500479118, 'result_error_out_mask': 1.0062085680887696, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5444444444444445}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 8, 'result_error_in_all': 1.0080395065406011, 'result_error_out_all': 1.0035768738427646, 'result_error_in_mask': 1.0005064984422416, 'result_error_out_mask': 1.0016160136512104, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5777777777777777}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 9, 'result_error_in_all': 1.0003274047445414, 'result_error_out_all': 1.000366816189555, 'result_error_in_mask': 1.0086766628483617, 'result_error_out_mask': 1.006682806253746, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5211111111111111}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.99999999615608, 'result_error_out_all': 0.9999999898372646, 'result_error_in_mask': 1.0132369778007804, 'result_error_out_mask': 1.0083551876236945, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4688888888888889}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9999999997895744, 'result_error_out_all': 1.0000000036430412, 'result_error_in_mask': 1.0086937723545775, 'result_error_out_mask': 1.0076074055984767, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5644444444444445}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 1.0000005841320887, 'result_error_out_all': 0.999999761059143, 'result_error_in_mask': 1.0111570389145939, 'result_error_out_mask': 1.0078970340198434, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.33555555555555555}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9999995301077514, 'result_error_out_all': 0.9999998421274016, 'result_error_in_mask': 1.0088198608542995, 'result_error_out_mask': 1.0055731488805018, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6566666666666666}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 4, 'result_error_in_all': 0.9999918984546493, 'result_error_out_all': 0.9999962951379733, 'result_error_in_mask': 1.0137462109784865, 'result_error_out_mask': 1.0103545942407, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5211111111111111}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 5, 'result_error_in_all': 1.0004950825905772, 'result_error_out_all': 1.0002104215971162, 'result_error_in_mask': 1.0121376369733426, 'result_error_out_mask': 1.0099778017888768, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5266666666666666}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 6, 'result_error_in_all': 0.9999999999999997, 'result_error_out_all': 0.9999999999999999, 'result_error_in_mask': 1.0117863731785817, 'result_error_out_mask': 1.0066695186770152, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5244444444444445}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 7, 'result_error_in_all': 1.0000000000000018, 'result_error_out_all': 0.9999999999999997, 'result_error_in_mask': 1.0095127098892163, 'result_error_out_mask': 1.0079514567155978, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5255555555555556}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 8, 'result_error_in_all': 0.9999788438590915, 'result_error_out_all': 1.0000359423943492, 'result_error_in_mask': 1.0176683223647947, 'result_error_out_mask': 1.0094014939542728, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5166666666666666}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 9, 'result_error_in_all': 1.000027418562584, 'result_error_out_all': 1.0000646547931236, 'result_error_in_mask': 1.009271513567422, 'result_error_out_mask': 1.0071037470111543, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6077777777777778}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999813054471484, 'result_error_out_mask': 0.9999900403222325, 'result_false_positives': 0.0, 'result_false_negatives': 0.1, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 1, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.999973249579191, 'result_error_out_mask': 1.0000080007537064, 'result_false_positives': 0.0, 'result_false_negatives': 0.1, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 2, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 1.0000179047606326, 'result_error_out_mask': 0.9999898008008257, 'result_false_positives': 0.0, 'result_false_negatives': 0.1, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 3, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 1.0002285733807297, 'result_error_out_mask': 1.0003094792400677, 'result_false_positives': 0.0, 'result_false_negatives': 0.1, 'result_auc': 0.49444444444444446}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 4, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 1.0001843960234273, 'result_error_out_mask': 1.0002419345732416, 'result_false_positives': 0.0, 'result_false_negatives': 0.1, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 5, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 1.0004847921551012, 'result_error_out_mask': 1.0002160003561402, 'result_false_positives': 0.0, 'result_false_negatives': 0.1, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 6, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999942702006422, 'result_error_out_mask': 0.9999859179876429, 'result_false_positives': 0.0, 'result_false_negatives': 0.1, 'result_auc': 0.5}
