{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.999998605236062, 'result_error_out_all': 0.9999991222739826, 'result_error_in_mask': 1.0007613445570012, 'result_error_out_mask': 1.0005456669885764, 'result_false_positives': 0.47, 'result_false_negatives': 0.05, 'result_response_active': 1.0587917858095555e-07, 'result_response_inactive': -6.67147963054313e-08, 'result_auc': 0.5211111111111111}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_bag', 'seed': 4, 'result_error_in_all': 0.9795063380658211, 'result_error_out_all': 0.9829938571678221, 'result_error_in_mask': 0.9795814719268202, 'result_error_out_mask': 0.9832028331174179, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.508457293006099, 'result_response_inactive': 0.02033544132697299, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_bag', 'seed': 5, 'result_error_in_all': 0.9723523667815426, 'result_error_out_all': 0.982696257154898, 'result_error_in_mask': 0.9725560586950038, 'result_error_out_mask': 0.9828631811810064, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5852027715656304, 'result_response_inactive': 0.014562045516529492, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_bag', 'seed': 6, 'result_error_in_all': 0.9845311162038262, 'result_error_out_all': 0.9812507594082485, 'result_error_in_mask': 0.9846868620775647, 'result_error_out_mask': 0.9820230316118832, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5327523412919145, 'result_response_inactive': 0.015992702019229112, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_bag', 'seed': 7, 'result_error_in_all': 0.9771780291841429, 'result_error_out_all': 0.9813521697012083, 'result_error_in_mask': 0.9773720740337903, 'result_error_out_mask': 0.9813250722232861, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5772813320288532, 'result_response_inactive': 0.014993320061434853, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_bag', 'seed': 8, 'result_error_in_all': 0.9779343450780132, 'result_error_out_all': 0.9822327691293532, 'result_error_in_mask': 0.9776128255568157, 'result_error_out_mask': 0.9820408715474547, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4927011577424264, 'result_response_inactive': 0.01560448419709974, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_bag', 'seed': 9, 'result_error_in_all': 0.9779461114805771, 'result_error_out_all': 0.9795573718837111, 'result_error_in_mask': 0.9781037546538107, 'result_error_out_mask': 0.9795624317285067, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4849539784242706, 'result_response_inactive': 0.020774914663251754, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 0, 'result_error_in_all': 0.979114248130824, 'result_error_out_all': 0.9846132155134453, 'result_error_in_mask': 0.979512207686253, 'result_error_out_mask': 0.9850097930403371, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6116736033255176, 'result_response_inactive': 0.007843598598389488, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 1, 'result_error_in_all': 0.9782510947302956, 'result_error_out_all': 0.9813541241917721, 'result_error_in_mask': 0.9783509689126065, 'result_error_out_mask': 0.9815227964838193, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6259706658211125, 'result_response_inactive': 0.003541635781860387, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 2, 'result_error_in_all': 0.9799116999079097, 'result_error_out_all': 0.9787242039293806, 'result_error_in_mask': 0.9799579257457606, 'result_error_out_mask': 0.9798904526581957, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.48691948200231056, 'result_response_inactive': 0.007402126914553415, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 3, 'result_error_in_all': 0.9840259401328058, 'result_error_out_all': 0.980633572903779, 'result_error_in_mask': 0.984290647626133, 'result_error_out_mask': 0.981198169741483, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6258614400929682, 'result_response_inactive': 0.004502106858519427, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 4, 'result_error_in_all': 0.9794641321310685, 'result_error_out_all': 0.9829840197207761, 'result_error_in_mask': 0.9795814719268202, 'result_error_out_mask': 0.9832028331174179, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6433972879065384, 'result_response_inactive': 0.008777740288175583, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 5, 'result_error_in_all': 0.9724075784176648, 'result_error_out_all': 0.9827407127725537, 'result_error_in_mask': 0.9725560586950038, 'result_error_out_mask': 0.9828631811810064, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6950969983541986, 'result_response_inactive': 0.004173554617556998, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 6, 'result_error_in_all': 0.984485950386655, 'result_error_out_all': 0.981401393921664, 'result_error_in_mask': 0.9846868620775647, 'result_error_out_mask': 0.9820230316118832, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6505756537607075, 'result_response_inactive': 0.0061504581562489315, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 7, 'result_error_in_all': 0.9771162260634813, 'result_error_out_all': 0.9811850808744558, 'result_error_in_mask': 0.9773720740337903, 'result_error_out_mask': 0.9813250722232861, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6731808956475701, 'result_response_inactive': 0.0061930750393825226, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 8, 'result_error_in_all': 0.9777963671340137, 'result_error_out_all': 0.98210919820456, 'result_error_in_mask': 0.9776128255568157, 'result_error_out_mask': 0.9820408715474547, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5402275922552368, 'result_response_inactive': 0.011245431177421588, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ridgecv_loo', 'seed': 9, 'result_error_in_all': 0.9778462085872534, 'result_error_out_all': 0.979370665615829, 'result_error_in_mask': 0.9781037546538107, 'result_error_out_mask': 0.9795624317285067, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6029625683679496, 'result_response_inactive': 0.011906872972760699, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 0, 'result_error_in_all': 0.9913202160625667, 'result_error_out_all': 0.9995560328711982, 'result_error_in_mask': 0.9970180570109485, 'result_error_out_mask': 1.0023399014595746, 'result_false_positives': 0.24, 'result_false_negatives': 0.08, 'result_response_active': -9.729558626515791, 'result_response_inactive': 1.1583473277844758, 'result_auc': 0.3288888888888889}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 1, 'result_error_in_all': 0.9857722787132623, 'result_error_out_all': 0.9898753426137805, 'result_error_in_mask': 0.9855694917324989, 'result_error_out_mask': 0.9898244492817374, 'result_false_positives': 0.16, 'result_false_negatives': 0.02, 'result_response_active': 0.9095846073731082, 'result_response_inactive': -0.012642668173685825, 'result_auc': 0.9066666666666667}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 2, 'result_error_in_all': 0.9841853567879134, 'result_error_out_all': 0.9840683853295856, 'result_error_in_mask': 0.9832925333043585, 'result_error_out_mask': 0.9830829168879383, 'result_false_positives': 0.02, 'result_false_negatives': 0.02, 'result_response_active': 0.7715104086471183, 'result_response_inactive': -0.006493982734106492, 'result_auc': 0.9955555555555555}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 3, 'result_error_in_all': 0.9992089621425198, 'result_error_out_all': 1.004010946514674, 'result_error_in_mask': 0.9995655760467019, 'result_error_out_mask': 1.0000364297789317, 'result_false_positives': 0.16, 'result_false_negatives': 0.1, 'result_response_active': 0.751906383653004, 'result_response_inactive': 0.0068514176055274965, 'result_auc': 0.7377777777777778}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 4, 'result_error_in_all': 0.9928113398349351, 'result_error_out_all': 0.9978974048257938, 'result_error_in_mask': 0.9952249438009553, 'result_error_out_mask': 0.998302483320708, 'result_false_positives': 0.04, 'result_false_negatives': 0.08, 'result_response_active': 0.5555242148578692, 'result_response_inactive': 0.016981155159656806, 'result_auc': 0.5733333333333334}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 5, 'result_error_in_all': 0.9842502829480974, 'result_error_out_all': 1.0054984185428317, 'result_error_in_mask': 0.9835313307326708, 'result_error_out_mask': 1.0010655165671758, 'result_false_positives': 0.72, 'result_false_negatives': 0.02, 'result_response_active': 0.6366134692006744, 'result_response_inactive': 0.025106663976016064, 'result_auc': 0.6755555555555556}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 6, 'result_error_in_all': 0.9970399917865221, 'result_error_out_all': 1.0006050351827074, 'result_error_in_mask': 0.9996899552581975, 'result_error_out_mask': 1.0004054457693798, 'result_false_positives': 0.16, 'result_false_negatives': 0.1, 'result_response_active': -0.8643569970928369, 'result_response_inactive': 0.20048062755270316, 'result_auc': 0.5466666666666667}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 7, 'result_error_in_all': 0.98033096251889, 'result_error_out_all': 0.9853910462953068, 'result_error_in_mask': 0.9796445058429641, 'result_error_out_mask': 0.9850678093810741, 'result_false_positives': 0.08, 'result_false_negatives': 0.0, 'result_response_active': 0.8966442003351404, 'result_response_inactive': 0.009346929441489907, 'result_auc': 0.9911111111111112}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 8, 'result_error_in_all': 0.9851658542023678, 'result_error_out_all': 0.9910723459321238, 'result_error_in_mask': 0.9848824591193395, 'result_error_out_mask': 0.9913000122647307, 'result_false_positives': 0.36, 'result_false_negatives': 0.0, 'result_response_active': 0.7313978519564261, 'result_response_inactive': -0.01567523986574492, 'result_auc': 0.9466666666666667}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_bag', 'seed': 9, 'result_error_in_all': 0.988278193767279, 'result_error_out_all': 0.991430163833578, 'result_error_in_mask': 0.9853493312855358, 'result_error_out_mask': 0.9879104919758485, 'result_false_positives': 0.24, 'result_false_negatives': 0.02, 'result_response_active': 1.5644259936008893, 'result_response_inactive': -0.06676632105605677, 'result_auc': 0.8622222222222222}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9916348714232835, 'result_error_out_mask': 0.9992266728400899, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 1, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9928643960488556, 'result_error_out_mask': 0.9961409020416142, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 2, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9928464835784166, 'result_error_out_mask': 0.9953753365962144, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 3, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.994700700057291, 'result_error_out_mask': 0.996935241683414, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 4, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9923994392350004, 'result_error_out_mask': 0.996180504759082, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 5, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9844955062639885, 'result_error_out_mask': 0.9990635804862775, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 6, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9945546738208181, 'result_error_out_mask': 0.9965954170536296, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 7, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9907706293391454, 'result_error_out_mask': 1.0002362370504727, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 8, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9927526770702685, 'result_error_out_mask': 0.9965777641282891, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ols_loo', 'seed': 9, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9915153574850158, 'result_error_out_mask': 0.9949317679191774, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9799846443703779, 'result_error_out_all': 0.9855907325053589, 'result_error_in_mask': 0.9816217829905888, 'result_error_out_mask': 0.9881881094567634, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.3907065568172213, 'result_response_inactive': 0.03019106966581328, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9940427438619246, 'result_error_out_all': 0.999673426937806, 'result_error_in_mask': 0.9937229949126951, 'result_error_out_mask': 0.9969459016335346, 'result_false_positives': 0.84, 'result_false_negatives': 0.02, 'result_response_active': -1.4304824042346016, 'result_response_inactive': -0.7286023359030427, 'result_auc': 0.5111111111111112}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.980466461630569, 'result_error_out_all': 0.97934609779479, 'result_error_in_mask': 0.9809583508710871, 'result_error_out_mask': 0.9813464182961377, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.5118813479432884, 'result_response_inactive': 0.01707260568306093, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9848732060420089, 'result_error_out_all': 0.9815764559669476, 'result_error_in_mask': 0.984290647626133, 'result_error_out_mask': 0.981198169741483, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4376941105744673, 'result_response_inactive': 0.019472630173695736, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 4, 'result_error_in_all': 0.9837703460514889, 'result_error_out_all': 0.9862770670241734, 'result_error_in_mask': 0.9837779302340158, 'result_error_out_mask': 0.9860112571071783, 'result_false_positives': 0.02, 'result_false_negatives': 0.02, 'result_response_active': 0.5092651543631133, 'result_response_inactive': 0.05064399303065595, 'result_auc': 0.9511111111111111}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 5, 'result_error_in_all': 0.9724185414257217, 'result_error_out_all': 0.9828510678999536, 'result_error_in_mask': 0.9725560586950038, 'result_error_out_mask': 0.9828631811810064, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5301853455140177, 'result_response_inactive': 0.02771916807578686, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 6, 'result_error_in_all': 0.9855436369248075, 'result_error_out_all': 0.9824123769658889, 'result_error_in_mask': 0.9846868620775647, 'result_error_out_mask': 0.9820230316118832, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4467339256705907, 'result_response_inactive': 0.027155814551093758, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 7, 'result_error_in_all': 0.981597064016476, 'result_error_out_all': 0.9869987090462403, 'result_error_in_mask': 0.9835109868869298, 'result_error_out_mask': 0.9897939174808471, 'result_false_positives': 0.12, 'result_false_negatives': 0.02, 'result_response_active': 0.267768167091518, 'result_response_inactive': 0.03173538751572666, 'result_auc': 0.9644444444444444}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 8, 'result_error_in_all': 0.9795694197822624, 'result_error_out_all': 0.9841073012054349, 'result_error_in_mask': 0.9812315635745628, 'result_error_out_mask': 0.98589667541504, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.41574226650055274, 'result_response_inactive': 0.012880717725862419, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_bag', 'seed': 9, 'result_error_in_all': 0.9966785543386691, 'result_error_out_all': 1.0075867789724557, 'result_error_in_mask': 0.997580715538181, 'result_error_out_mask': 1.004361090045774, 'result_false_positives': 0.16, 'result_false_negatives': 0.1, 'result_response_active': 0.1355046550816354, 'result_response_inactive': 0.2385369912600453, 'result_auc': 0.52}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_loo', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9916348714232835, 'result_error_out_mask': 0.9992266728400899, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_loo', 'seed': 1, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9928643960488556, 'result_error_out_mask': 0.9961409020416142, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_loo', 'seed': 2, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9928464835784166, 'result_error_out_mask': 0.9953753365962144, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_loo', 'seed': 3, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.994700700057291, 'result_error_out_mask': 0.996935241683414, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_loo', 'seed': 4, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9923994392350004, 'result_error_out_mask': 0.996180504759082, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankcv_loo', 'seed': 5, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9844955062639885, 'result_error_out_mask': 0.9990635804862775, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
